"","Proteobacteria_Gammaproteobacteria","unidentified_unidentified","Proteobacteria_Alphaproteobacteria","Bacteroidetes_Bacteroidia","Basidiomycota_Agaricomycetes","Actinobacteria_Actinobacteria","Ascomycota_Sordariomycetes","Ascomycota_Dothideomycetes","Proteobacteria_Deltaproteobacteria","Chloroflexi_Anaerolineae","Firmicutes_Clostridia","Firmicutes_Bacilli","Verrucomicrobia_Verrucomicrobiae","Planctomycetes_Planctomycetacia","Acidobacteria_Acidobacteriia","Ascomycota_Eurotiomycetes","Basidiomycota_Tremellomycetes","Acidobacteria_Subgroup 6","Ascomycota_Leotiomycetes","Cyanobacteria_Oxyphotobacteria","Ascomycota_unidentified","Firmicutes_Negativicutes","Actinobacteria_Thermoleophilia","Bacteroidetes_Ignavibacteria","Acidobacteria_Holophagae","Gemmatimonadetes_Gemmatimonadetes","Planctomycetes_Phycisphaerae","Ascomycota_Saccharomycetes","Cyanobacteria_Melainabacteria","Actinobacteria_Acidimicrobiia","Chloroflexi_Chloroflexia","Chloroflexi_KD4-96","Basidiomycota_Microbotryomycetes","Spirochaetes_Spirochaetia","Acidobacteria_Subgroup 18","Basidiomycota_Ustilaginomycetes","Acidobacteria_Blastocatellia (Subgroup 4)","Patescibacteria_Saccharimonadia","Acidobacteria_Subgroup 17","Ascomycota_Pezizomycetes","Basidiomycota_Cystobasidiomycetes","Fibrobacteres_Fibrobacteria","Armatimonadetes_Chthonomonadetes","Armatimonadetes_Fimbriimonadia","Basidiomycota_unidentified","Chlamydiae_Chlamydiae","Chytridiomycota_unidentified","Mortierellomycota_Mortierellomycetes","Patescibacteria_Parcubacteria","Nitrospirae_4-29-1","Nitrospirae_Thermodesulfovibrionia","Actinobacteria_Coriobacteriia","Basidiomycota_Exobasidiomycetes","Basidiomycota_Malasseziomycetes","Chloroflexi_Ktedonobacteria","Gemmatimonadetes_S0134 terrestrial group","Mucoromycota_Mucoromycetes","Basidiomycota_Agaricostilbomycetes","Deinococcus-Thermus_Deinococci","Rozellomycota_unidentified","Patescibacteria_Gracilibacteria","Planctomycetes_OM190","Acidobacteria_Thermoanaerobaculia","Ascomycota_Orbiliomycetes","Chytridiomycota_Rhizophydiomycetes","Cyanobacteria_Sericytochromatia","Rokubacteria_NC10","Armatimonadetes_Armatimonadia","Chloroflexi_Dehalococcoidia","Elusimicrobia_Elusimicrobia","Epsilonbacteraeota_Campylobacteria","Mucoromycota_Endogonomycetes","Patescibacteria_ABY1","Patescibacteria_Microgenomatia","Planctomycetes_BD7-11","Acidobacteria_Subgroup 25","Armatimonadetes_uncultured","Basidiomycota_Wallemiomycetes","Chloroflexi_OLB14","Firmicutes_Erysipelotrichia","Fusobacteria_Fusobacteriia","Latescibacteria_uncultured bacterium","Nitrospinae_P9X2b3D02","Planctomycetes_vadinHA49","Ascomycota_Arthoniomycetes","Chloroflexi_Gitt-GS-136","Latescibacteria_unidentified","Omnitrophicaeota_Omnitrophia","Patescibacteria_CPR2","Patescibacteria_WWE3","Proteobacteria_unidentified","Tenericutes_Mollicutes","WPS-2_metagenome","Acidobacteria_Aminicenantia","Acidobacteria_Subgroup 21","Actinobacteria_MB-A2-108","Basidiomycota_Spiculogloeomycetes","Chloroflexi_JG30-KF-CM66","Chloroflexi_SHA-26","Chloroflexi_TK10","Chytridiomycota_Spizellomycetes","FBP_uncultured bacterium","FBP_unidentified","Firmicutes_unidentified","Hydrogenedentes_Hydrogenedentia","Latescibacteria_uncultured Acidobacterium sp.","Nitrospirae_Nitrospira","Patescibacteria_Berkelbacteria","Planctomycetes_Pla3 lineage","Spirochaetes_Leptospirae","TA06_uncultured soil bacterium","WS2_unidentified","WS4_uncultured bacterium","Zixibacteria_uncultured prokaryote","Actinobacteria_KIST-JJY010","Actinobacteria_Rubrobacteria","Ascomycota_Lecanoromycetes","Basidiomycota_Atractiellomycetes","Basidiomycota_Dacrymycetes","Basidiomycota_Moniliellomycetes","Basidiomycota_Pucciniomycetes","BRC1_uncultured Acidobacteria bacterium","BRC1_unidentified","Chytridiomycota_Chytridiomycetes","Dependentiae_Babeliae","Elusimicrobia_Lineage IIa","Elusimicrobia_Lineage IIc","FBP_uncultured actinobacterium","FBP_uncultured endolithic bacterium","FBP_uncultured soil bacterium","Fibrobacteres_Chitinivibrionia","Firmicutes_Limnochordia","Gemmatimonadetes_Longimicrobia","Glomeromycota_Glomeromycetes","Glomeromycota_Paraglomeromycetes","Kiritimatiellaeota_Kiritimatiellae","Latescibacteria_uncultured bacterium mle1-16","Latescibacteria_uncultured Latescibacteria bacterium","Latescibacteria_uncultured soil bacterium PRR-12","Monoblepharomycota_Monoblepharidomycetes","Patescibacteria_unidentified","Planctomycetes_Pla4 lineage","WPS-2_hydrothermal vent metagenome","WS2_uncultured bacterium","WS2_uncultured Firmicutes bacterium","Zixibacteria_uncultured bacterium"
"Chloroflexi_Ktedonobacteria",5.10871877403662e-08,2.09222064903395e-10,3.26851233937193e-06,4.83634827693738e-06,3.98205024421042e-06,2.8980889298961e-05,4.68872778833998e-05,0.000142545273593583,0.00959170801586218,1,0.00240164516566328,0.0105224188912535,0.0176745331254761,0.027526709491395,0.0709219059799032,0.10800481646525,0.44219266972241,1,0.763705193099513,0.871161074566127,0.889213850351292,0.964254028996867,0.995103066528492,0.995103066528492,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Gemmatimonadetes_S0134 terrestrial group",7.99856935632468e-09,2.09222064903395e-10,3.74300550910584e-08,2.80127673818301e-07,3.98205024421042e-06,2.8980889298961e-05,4.68872778833998e-05,0.000142545273593583,0.00177153491334731,1,0.00240164516566328,0.0105224188912535,0.326620571784372,0.153963863832992,0.332423345440878,0.10800481646525,0.44219266972241,1,0.763705193099513,0.871161074566127,0.889213850351292,0.964254028996867,0.995103066528492,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Mucoromycota_Mucoromycetes",0.644561697461471,1,1,0.0287256822116428,1,1,1,1,0.225340942921807,0.0121187724716013,0.0757105149951592,1,0.10410783684402,0.153963863832992,0.0709219059799032,0.988226021367925,1,1,1,0.871161074566127,1,0.964254028996867,0.995103066528492,0.995103066528492,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Basidiomycota_Agaricostilbomycetes",0.265317727811245,8.31202115663467e-07,1,1,0.0017782249725157,1,1,1,0.210851001751383,0.0038067027278082,0.00594521513895715,0.1254902026272,0.184576465094052,1,0.120591358504983,1,1,0.673578187613117,0.912236842091332,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Deinococcus-Thermus_Deinococci",0.889213850351292,0.000563805460194723,1,0.014989036257623,2.1257568588433e-05,0.0287256822116428,0.000190580781133207,0.000505211216786948,1,0.0289055093263218,0.00594521513895715,0.381051152160673,0.0344883771652281,0.630298998761703,0.120591358504983,0.171757081780839,0.566775393838986,0.673578187613117,0.912236842091332,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Rozellomycota_unidentified",1,1,1,1,0.0017782249725157,1,0.0385844743321613,0.00472262586339679,1,1,1,0.381051152160673,0.499640525432637,0.0500637006651621,1,0.171757081780839,0.566775393838986,1,0.912236842091332,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Patescibacteria_Gracilibacteria",0.00090273862030858,5.80673503662222e-08,0.0655104147854197,0.250613499277847,0.000114324486365387,0.00486213332117123,0.000739354896809447,0.00173883459862727,0.193441757270121,0.010180940583468,0.0146673903261982,0.043953807161235,0.750204448677179,0.0912153995850914,0.67581383365057,0.265317727811245,0.720574409720038,0.868305487445422,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Planctomycetes_OM190",7.68868812298312e-08,5.80673503662222e-08,0.00112125456200934,1.48867645198999e-05,0.000114324486365387,0.000528149632400922,0.000739354896809447,0.00173883459862727,0.066282825535966,0.010180940583468,0.0886358735289955,0.043953807161235,0.0663898664964061,0.0912153995850914,0.197544717817348,0.265317727811245,0.720574409720038,0.868305487445422,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Acidobacteria_Thermoanaerobaculia",0.00911064027828928,9.54307144120124e-07,0.12460557401273,0.0717500737506298,0.000586232142488204,0.204243493878836,0.0028977116654253,0.00585723537515694,1,1,0.190316480241395,0.0897453845473662,1,0.604932628758175,0.310342223229233,0.402018865661275,0.919289858196535,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Ascomycota_Orbiliomycetes",1,1,1,1,0.438676136486535,1,1,1,0.758092229928806,1,0.990141460816157,0.893594160962439,1,1,0.944006217233955,0.402018865661275,0.919289858196535,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Chytridiomycota_Rhizophydiomycetes",1,0.0584773518576271,0.0566151072354483,0.0257270193956234,0.000586232142488204,0.770623268725126,0.0883844480834737,0.0411368997593917,0.758092229928806,1,0.190316480241395,0.401048440110751,1,0.604932628758175,1,0.402018865661275,0.919289858196535,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Cyanobacteria_Sericytochromatia",9.45320703097516e-09,9.54307144120124e-07,0.000409237388977131,0.00116775906643638,0.000586232142488204,0.0172019993405373,0.0028977116654253,0.00585723537515694,0.00646182838221005,0.0262904081347312,0.035762898731066,0.0897453845473662,0.127940456288923,0.171757081780839,0.310342223229233,0.402018865661275,0.919289858196535,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Rokubacteria_NC10",0.00112802529082619,9.54307144120124e-07,0.0226253798067566,0.000106846994670227,0.000586232142488204,0.00214821991049681,0.0028977116654253,0.00585723537515694,1,1,0.035762898731066,0.0897453845473662,0.127940456288923,0.171757081780839,1,0.402018865661275,0.919289858196535,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Armatimonadetes_Armatimonadia",0.00125041605849448,1.52230210152193e-05,1,0.0314874220413373,0.00297099725355182,0.00859525936477927,0.0108900598932948,0.0196363929198566,0.375461784275183,0.307122564819175,0.0840325643528844,0.185261309401861,0.24235628936177,0.299904340484409,0.485779014172496,0.573804242778931,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Chloroflexi_Dehalococcoidia",3.36345538061331e-07,1.52230210152193e-05,4.69063598858282e-05,0.00660042714777857,0.00297099725355182,0.200765808293399,0.0108900598932948,0.0196363929198566,0.0213383350312561,1,0.0840325643528844,0.185261309401861,0.24235628936177,0.299904340484409,0.485779014172496,0.573804242778931,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Elusimicrobia_Elusimicrobia",1,1.52230210152193e-05,1,0.246288960145252,0.00297099725355182,1,0.0108900598932948,0.0196363929198566,1,0.749278785951739,0.37948113301299,1,1,0.921495850057377,1,0.573804242778931,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Epsilonbacteraeota_Campylobacteria",0.414000741600363,1.52230210152193e-05,1,1,0.00297099725355182,0.0568004022367363,0.0108900598932948,0.0196363929198566,1,1,0.37948113301299,0.185261309401861,1,1,1,0.573804242778931,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Mucoromycota_Endogonomycetes",0.414000741600363,1,0.43095158610406,0.480554337480843,0.889213850351292,1,1,1,1,1,0.0840325643528844,0.185261309401861,0.799915339796055,0.299904340484409,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Patescibacteria_ABY1",3.36345538061331e-07,1.52230210152193e-05,4.69063598858282e-05,0.000727343189753007,0.00297099725355182,0.00859525936477927,0.0108900598932948,0.0196363929198566,0.0213383350312561,0.066139758508284,0.37948113301299,0.185261309401861,0.24235628936177,0.299904340484409,0.485779014172496,0.573804242778931,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Patescibacteria_Microgenomatia",0.00125041605849448,1.52230210152193e-05,0.984846347632924,0.00660042714777857,0.00297099725355182,0.00859525936477927,0.0108900598932948,0.0196363929198566,1,1,0.0840325643528844,0.185261309401861,0.24235628936177,0.299904340484409,1,0.573804242778931,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Planctomycetes_BD7-11",1,0.000203089603590095,1,1,0.00297099725355182,1,0.0108900598932948,0.0196363929198566,1,0.749278785951739,1,1,1,1,0.485779014172496,0.573804242778931,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Acidobacteria_Subgroup 25",1.16285306287784e-05,0.000235823419390998,0.000571116481628214,0.00484397351237119,0.0146238463682482,0.0334217699441592,0.0404065706207871,0.0636744454505084,0.310342223229233,0.588607716322074,0.691290813834483,0.361290496210669,1,0.513587843075157,0.749278785951739,0.874271129410248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Armatimonadetes_uncultured",1.16285306287784e-05,0.000235823419390998,0.000571116481628214,0.0351515079621695,0.0146238463682482,0.0334217699441592,0.0404065706207871,0.0636744454505084,0.0663898664964061,0.166983445717206,0.201308519799039,0.361290496210669,0.44219266972241,0.513587843075157,0.749278785951739,0.874271129410248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Basidiomycota_Wallemiomycetes",1,0.012620148171192,1,0.00484397351237119,0.293524657284652,0.487223258444967,1,1,0.0663898664964061,0.166983445717206,1,1,0.44219266972241,0.513587843075157,0.749278785951739,0.874271129410248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Chloroflexi_OLB14",0.00106542478174315,0.000235823419390998,0.210851001751383,0.133083088452211,0.0146238463682482,0.181593926684552,0.0404065706207871,0.0636744454505084,1,1,0.201308519799039,0.361290496210669,1,0.513587843075157,1,0.874271129410248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Firmicutes_Erysipelotrichia",1.16285306287784e-05,0.00241484467084707,0.000571116481628214,0.0351515079621695,0.0146238463682482,0.0334217699441592,0.0404065706207871,0.0636744454505084,0.310342223229233,0.166983445717206,0.201308519799039,0.361290496210669,0.44219266972241,1,0.749278785951739,0.874271129410248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Fusobacteria_Fusobacteriia",0.00484397351237119,0.000235823419390998,0.0259786923669997,0.0351515079621695,0.0146238463682482,0.181593926684552,0.0404065706207871,0.0636744454505084,0.310342223229233,0.166983445717206,0.691290813834483,1,0.44219266972241,0.513587843075157,0.749278785951739,0.874271129410248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Latescibacteria_uncultured bacterium",1.16285306287784e-05,0.000235823419390998,0.000571116481628214,0.133083088452211,0.0146238463682482,0.0334217699441592,0.0404065706207871,0.0636744454505084,0.0663898664964061,0.166983445717206,0.201308519799039,0.361290496210669,0.44219266972241,0.513587843075157,0.749278785951739,0.874271129410248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
