id,label,net_group,Class,Compartment,Tissue,Age
F1427_unidentified,F1427_unidentified,S9.120,Class_4,S9,Stem,120
F1441_Roussoella,F1441_Roussoella,S9.120,Class_4,S9,Stem,120
F1480_unidentified,F1480_unidentified,S9.120,Class_4,S9,Stem,120
F1487_unidentified,F1487_unidentified,S9.120,Class_4,S9,Stem,120
F1514_o_Capnodiales,F1514_o_Capnodiales,S9.120,Class_4,S9,Stem,120
F1523_unidentified,F1523_unidentified,S9.120,Class_4,S9,Stem,120
F1538_unidentified,F1538_unidentified,S9.120,Class_4,S9,Stem,120
F1542_Trichosporon,F1542_Trichosporon,S9.120,Class_4,S9,Stem,120
F1557_o_Pleosporales,F1557_o_Pleosporales,S9.120,Class_4,S9,Stem,120
F1575_o_Pleosporales,F1575_o_Pleosporales,S9.120,Class_4,S9,Stem,120
F1577_Diaporthe,F1577_Diaporthe,S9.120,Class_4,S9,Stem,120
F16_Pyricularia,F16_Pyricularia,S9.120,Class_2,S9,Stem,120
F1623_Lycoperdon,F1623_Lycoperdon,S9.120,Class_4,S9,Stem,120
F1734_f_Ceratobasidiaceae,F1734_f_Ceratobasidiaceae,S9.120,Class_4,S9,Stem,120
F177_unidentified,F177_unidentified,S9.120,Class_3,S9,Stem,120
F178_Schizopora,F178_Schizopora,S9.120,Class_2,S9,Stem,120
F1793_f_Leptosphaeriaceae,F1793_f_Leptosphaeriaceae,S9.120,Class_4,S9,Stem,120
F18_f_Phaeosphaeriaceae,F18_f_Phaeosphaeriaceae,S9.120,Class_4,S9,Stem,120
F190_Irpex,F190_Irpex,S9.120,Class_4,S9,Stem,120
F1902_Talaromyces,F1902_Talaromyces,S9.120,Class_4,S9,Stem,120
F194_Hannaella,F194_Hannaella,S9.120,Class_4,S9,Stem,120
F1956_unidentified,F1956_unidentified,S9.120,Class_4,S9,Stem,120
F199_Aureobasidium,F199_Aureobasidium,S9.120,Class_4,S9,Stem,120
F2034_Peniophora,F2034_Peniophora,S9.120,Class_4,S9,Stem,120
F2038_unidentified,F2038_unidentified,S9.120,Class_4,S9,Stem,120
F204_Hannaella,F204_Hannaella,S9.120,Class_4,S9,Stem,120
F226_Saitozyma,F226_Saitozyma,S9.120,Class_3,S9,Stem,120
F2296_o_NA,F2296_o_NA,S9.120,Class_4,S9,Stem,120
F233_Periconia,F233_Periconia,S9.120,Class_4,S9,Stem,120
F2357_Toxicocladosporium,F2357_Toxicocladosporium,S9.120,Class_4,S9,Stem,120
F250_Pseudopithomyces,F250_Pseudopithomyces,S9.120,Class_4,S9,Stem,120
F2526_Lepista,F2526_Lepista,S9.120,Class_4,S9,Stem,120
F260_Schizopora,F260_Schizopora,S9.120,Class_4,S9,Stem,120
F262_Talaromyces,F262_Talaromyces,S9.120,Class_3,S9,Stem,120
F276_Cercospora,F276_Cercospora,S9.120,Class_4,S9,Stem,120
F277_Peniophora,F277_Peniophora,S9.120,Class_2,S9,Stem,120
F28_f_Hypocreales_fam_Incertae_sedis,F28_f_Hypocreales_fam_Incertae_sedis,S9.120,Class_2,S9,Stem,120
F280_o_Polyporales,F280_o_Polyporales,S9.120,Class_4,S9,Stem,120
F29_f_Didymellaceae,F29_f_Didymellaceae,S9.120,Class_4,S9,Stem,120
F299_Cladosporium,F299_Cladosporium,S9.120,Class_4,S9,Stem,120
F30_unidentified,F30_unidentified,S9.120,Class_4,S9,Stem,120
F308_Curvularia,F308_Curvularia,S9.120,Class_3,S9,Stem,120
F310_unidentified,F310_unidentified,S9.120,Class_4,S9,Stem,120
F316_Dioszegia,F316_Dioszegia,S9.120,Class_4,S9,Stem,120
F318_Saccharomyces,F318_Saccharomyces,S9.120,Class_4,S9,Stem,120
F322_Penicillium,F322_Penicillium,S9.120,Class_4,S9,Stem,120
F328_Phaeosphaeria,F328_Phaeosphaeria,S9.120,Class_4,S9,Stem,120
F3298_Pseudobensingtonia,F3298_Pseudobensingtonia,S9.120,Class_4,S9,Stem,120
F352_o_NA,F352_o_NA,S9.120,Class_4,S9,Stem,120
F353_Diaporthe,F353_Diaporthe,S9.120,Class_4,S9,Stem,120
F366_Colletotrichum,F366_Colletotrichum,S9.120,Class_4,S9,Stem,120
F4_o_Pleosporales,F4_o_Pleosporales,S9.120,Class_2,S9,Stem,120
F40_unidentified,F40_unidentified,S9.120,Class_4,S9,Stem,120
F426_Fusarium,F426_Fusarium,S9.120,Class_4,S9,Stem,120
F494_Coprinellus,F494_Coprinellus,S9.120,Class_4,S9,Stem,120
F525_Phyllozyma,F525_Phyllozyma,S9.120,Class_4,S9,Stem,120
F55_f_Nectriaceae,F55_f_Nectriaceae,S9.120,Class_2,S9,Stem,120
F605_o_Pleosporales,F605_o_Pleosporales,S9.120,Class_4,S9,Stem,120
F629_unidentified,F629_unidentified,S9.120,Class_4,S9,Stem,120
F72_unidentified,F72_unidentified,S9.120,Class_3,S9,Stem,120
F785_Peniophorella,F785_Peniophorella,S9.120,Class_4,S9,Stem,120
F795_Colletotrichum,F795_Colletotrichum,S9.120,Class_4,S9,Stem,120
F8_unidentified,F8_unidentified,S9.120,Class_2,S9,Stem,120
F800_unidentified,F800_unidentified,S9.120,Class_4,S9,Stem,120
F802_Nigrograna,F802_Nigrograna,S9.120,Class_4,S9,Stem,120
F85_Fusarium,F85_Fusarium,S9.120,Class_4,S9,Stem,120
F880_unidentified,F880_unidentified,S9.120,Class_4,S9,Stem,120
F89_Aureobasidium,F89_Aureobasidium,S9.120,Class_4,S9,Stem,120
F921_unidentified,F921_unidentified,S9.120,Class_3,S9,Stem,120
F982_Suillus,F982_Suillus,S9.120,Class_3,S9,Stem,120
B15_Sphingomonas,B15_Sphingomonas,S9.141,Class_2,S9,Stem,141
B19_Xanthomonas,B19_Xanthomonas,S9.141,Class_4,S9,Stem,141
B22_uncultured.Roseobacter.sp.,B22_uncultured.Roseobacter.sp.,S9.141,Class_2,S9,Stem,141
B2261_Actinomycetospora,B2261_Actinomycetospora,S9.141,Class_4,S9,Stem,141
B2348_Pseudonocardia,B2348_Pseudonocardia,S9.141,Class_4,S9,Stem,141
B24_Bradyrhizobium,B24_Bradyrhizobium,S9.141,Class_4,S9,Stem,141
B278_o_NA,B278_o_NA,S9.141,Class_4,S9,Stem,141
B28_Burkholderia.Caballeronia.Paraburkholderia,B28_Burkholderia.Caballeronia.Paraburkholderia,S9.141,Class_4,S9,Stem,141
B332_Actinomycetospora,B332_Actinomycetospora,S9.141,Class_4,S9,Stem,141
B424_Williamsia,B424_Williamsia,S9.141,Class_4,S9,Stem,141
B430_Pseudonocardia,B430_Pseudonocardia,S9.141,Class_3,S9,Stem,141
B5_Pseudomonas,B5_Pseudomonas,S9.141,Class_2,S9,Stem,141
B87_Mucilaginibacter,B87_Mucilaginibacter,S9.141,Class_3,S9,Stem,141
B922_Spirosoma,B922_Spirosoma,S9.141,Class_4,S9,Stem,141
F105_Clonostachys,F105_Clonostachys,S9.141,Class_4,S9,Stem,141
F1070_o_NA,F1070_o_NA,S9.141,Class_4,S9,Stem,141
F114_unidentified,F114_unidentified,S9.141,Class_4,S9,Stem,141
F117_Saitozyma,F117_Saitozyma,S9.141,Class_3,S9,Stem,141
F120_Sporobolomyces,F120_Sporobolomyces,S9.141,Class_3,S9,Stem,141
F127_Papiliotrema,F127_Papiliotrema,S9.141,Class_3,S9,Stem,141
F131_unidentified,F131_unidentified,S9.141,Class_4,S9,Stem,141
F137_Malassezia,F137_Malassezia,S9.141,Class_2,S9,Stem,141
F1463_Fusicolla,F1463_Fusicolla,S9.141,Class_3,S9,Stem,141
F152_unidentified,F152_unidentified,S9.141,Class_4,S9,Stem,141
F1538_unidentified,F1538_unidentified,S9.141,Class_4,S9,Stem,141
F1624_o_Pleosporales,F1624_o_Pleosporales,S9.141,Class_4,S9,Stem,141
F178_Schizopora,F178_Schizopora,S9.141,Class_2,S9,Stem,141
F188_Arthrinium,F188_Arthrinium,S9.141,Class_4,S9,Stem,141
F190_Irpex,F190_Irpex,S9.141,Class_4,S9,Stem,141
F1955_unidentified,F1955_unidentified,S9.141,Class_4,S9,Stem,141
F2075_Agaricus,F2075_Agaricus,S9.141,Class_4,S9,Stem,141
F2450_unidentified,F2450_unidentified,S9.141,Class_4,S9,Stem,141
F276_Cercospora,F276_Cercospora,S9.141,Class_3,S9,Stem,141
F277_Peniophora,F277_Peniophora,S9.141,Class_2,S9,Stem,141
F289_Aspergillus,F289_Aspergillus,S9.141,Class_4,S9,Stem,141
F291_o_Diaporthales,F291_o_Diaporthales,S9.141,Class_4,S9,Stem,141
F31_Fusarium,F31_Fusarium,S9.141,Class_3,S9,Stem,141
F33_unidentified,F33_unidentified,S9.141,Class_4,S9,Stem,141
F361_Phaeosphaeria,F361_Phaeosphaeria,S9.141,Class_3,S9,Stem,141
F424_unidentified,F424_unidentified,S9.141,Class_4,S9,Stem,141
F448_Perenniporia,F448_Perenniporia,S9.141,Class_4,S9,Stem,141
F48_unidentified,F48_unidentified,S9.141,Class_4,S9,Stem,141
F482_Pichia,F482_Pichia,S9.141,Class_4,S9,Stem,141
F5_Alternaria,F5_Alternaria,S9.141,Class_2,S9,Stem,141
F508_Papiliotrema,F508_Papiliotrema,S9.141,Class_3,S9,Stem,141
F54_Pyrenochaetopsis,F54_Pyrenochaetopsis,S9.141,Class_4,S9,Stem,141
F55_f_Nectriaceae,F55_f_Nectriaceae,S9.141,Class_2,S9,Stem,141
F583_Trichomerium,F583_Trichomerium,S9.141,Class_4,S9,Stem,141
F69_o_Pleosporales,F69_o_Pleosporales,S9.141,Class_4,S9,Stem,141
F693_Aspergillus,F693_Aspergillus,S9.141,Class_4,S9,Stem,141
F74_f_Tilletiaceae,F74_f_Tilletiaceae,S9.141,Class_3,S9,Stem,141
F78_unidentified,F78_unidentified,S9.141,Class_3,S9,Stem,141
F8_unidentified,F8_unidentified,S9.141,Class_2,S9,Stem,141
F876_f_Phaeosphaeriaceae,F876_f_Phaeosphaeriaceae,S9.141,Class_4,S9,Stem,141
F88_unidentified,F88_unidentified,S9.141,Class_4,S9,Stem,141
F920_o_NA,F920_o_NA,S9.141,Class_4,S9,Stem,141
F98_f_Didymellaceae,F98_f_Didymellaceae,S9.141,Class_3,S9,Stem,141
B1_Pantoea,B1_Pantoea,L1.48,Class_2,L1,Leaf,48
B10110_Actinocatenispora,B10110_Actinocatenispora,L1.48,Class_4,L1,Leaf,48
B1017_Clostridium.sensu.stricto.3,B1017_Clostridium.sensu.stricto.3,L1.48,Class_4,L1,Leaf,48
B1019_f_Micrococcaceae,B1019_f_Micrococcaceae,L1.48,Class_4,L1,Leaf,48
B10483_Corynebacterium.1,B10483_Corynebacterium.1,L1.48,Class_4,L1,Leaf,48
B11084_Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium,B11084_Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium,L1.48,Class_4,L1,Leaf,48
B11866_Mycobacterium,B11866_Mycobacterium,L1.48,Class_4,L1,Leaf,48
B12149_Bacillus,B12149_Bacillus,L1.48,Class_4,L1,Leaf,48
B1227_Escherichia.Shigella,B1227_Escherichia.Shigella,L1.48,Class_4,L1,Leaf,48
B12477_Oxobacter,B12477_Oxobacter,L1.48,Class_4,L1,Leaf,48
B12486_Leptotrichia,B12486_Leptotrichia,L1.48,Class_4,L1,Leaf,48
B12642_Methylobacterium,B12642_Methylobacterium,L1.48,Class_4,L1,Leaf,48
B13001_Peptococcus,B13001_Peptococcus,L1.48,Class_4,L1,Leaf,48
B13051_Anaerococcus,B13051_Anaerococcus,L1.48,Class_4,L1,Leaf,48
B1313_Escherichia.Shigella,B1313_Escherichia.Shigella,L1.48,Class_4,L1,Leaf,48
B13207_Dermabacter,B13207_Dermabacter,L1.48,Class_4,L1,Leaf,48
B136_Hydrogenispora,B136_Hydrogenispora,L1.48,Class_4,L1,Leaf,48
B13897_Paenibacillus,B13897_Paenibacillus,L1.48,Class_4,L1,Leaf,48
B1390_Candidatus.Cardinium,B1390_Candidatus.Cardinium,L1.48,Class_4,L1,Leaf,48
B14_Burkholderia.Caballeronia.Paraburkholderia,B14_Burkholderia.Caballeronia.Paraburkholderia,L1.48,Class_4,L1,Leaf,48
B143_Bradyrhizobium,B143_Bradyrhizobium,L1.48,Class_4,L1,Leaf,48
B14324_Actinoplanes,B14324_Actinoplanes,L1.48,Class_4,L1,Leaf,48
B14571_f_uncultured,B14571_f_uncultured,L1.48,Class_4,L1,Leaf,48
B14675_Veillonella,B14675_Veillonella,L1.48,Class_4,L1,Leaf,48
B14683_Solitalea,B14683_Solitalea,L1.48,Class_4,L1,Leaf,48
B15_Sphingomonas,B15_Sphingomonas,L1.48,Class_2,L1,Leaf,48
B1542_uncultured,B1542_uncultured,L1.48,Class_4,L1,Leaf,48
B1597_Staphylococcus,B1597_Staphylococcus,L1.48,Class_4,L1,Leaf,48
B1738_uncultured.Termite.group.1.bacterium,B1738_uncultured.Termite.group.1.bacterium,L1.48,Class_2,L1,Leaf,48
B1954_Inquilinus,B1954_Inquilinus,L1.48,Class_4,L1,Leaf,48
B1995_Massilia,B1995_Massilia,L1.48,Class_4,L1,Leaf,48
B2077_o_NA,B2077_o_NA,L1.48,Class_4,L1,Leaf,48
B209_Escherichia.Shigella,B209_Escherichia.Shigella,L1.48,Class_2,L1,Leaf,48
B210_Ralstonia,B210_Ralstonia,L1.48,Class_3,L1,Leaf,48
B22_uncultured.Roseobacter.sp.,B22_uncultured.Roseobacter.sp.,L1.48,Class_1,L1,Leaf,48
B24_Bradyrhizobium,B24_Bradyrhizobium,L1.48,Class_1,L1,Leaf,48
B2489_Pir4.lineage,B2489_Pir4.lineage,L1.48,Class_4,L1,Leaf,48
B26_Bradyrhizobium,B26_Bradyrhizobium,L1.48,Class_2,L1,Leaf,48
B269_Pseudomonas,B269_Pseudomonas,L1.48,Class_4,L1,Leaf,48
B2784_uncultured.Nitrospirae.bacterium,B2784_uncultured.Nitrospirae.bacterium,L1.48,Class_4,L1,Leaf,48
B282_Acinetobacter,B282_Acinetobacter,L1.48,Class_4,L1,Leaf,48
B3_Sphingomonas,B3_Sphingomonas,L1.48,Class_2,L1,Leaf,48
B30_Sphingomonas,B30_Sphingomonas,L1.48,Class_4,L1,Leaf,48
B302_Acinetobacter,B302_Acinetobacter,L1.48,Class_4,L1,Leaf,48
B32_Bradyrhizobium,B32_Bradyrhizobium,L1.48,Class_4,L1,Leaf,48
B333_metagenome,B333_metagenome,L1.48,Class_4,L1,Leaf,48
B354_Paraburkholderia.tropica,B354_Paraburkholderia.tropica,L1.48,Class_4,L1,Leaf,48
B37_Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium,B37_Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium,L1.48,Class_4,L1,Leaf,48
B3712_Fimbriiglobus,B3712_Fimbriiglobus,L1.48,Class_4,L1,Leaf,48
B3893_Geobacter,B3893_Geobacter,L1.48,Class_4,L1,Leaf,48
B3909_Endobacter,B3909_Endobacter,L1.48,Class_4,L1,Leaf,48
B398_Rhodococcus,B398_Rhodococcus,L1.48,Class_4,L1,Leaf,48
B4109_Angustibacter,B4109_Angustibacter,L1.48,Class_4,L1,Leaf,48
B4156_Corynebacterium.1,B4156_Corynebacterium.1,L1.48,Class_4,L1,Leaf,48
B437_Escherichia.Shigella,B437_Escherichia.Shigella,L1.48,Class_4,L1,Leaf,48
B4518_uncultured.eubacterium.WD261,B4518_uncultured.eubacterium.WD261,L1.48,Class_4,L1,Leaf,48
B461_Acinetobacter,B461_Acinetobacter,L1.48,Class_4,L1,Leaf,48
B464_Pseudomonas,B464_Pseudomonas,L1.48,Class_4,L1,Leaf,48
B503_Escherichia.Shigella,B503_Escherichia.Shigella,L1.48,Class_4,L1,Leaf,48
B5234_Pajaroellobacter,B5234_Pajaroellobacter,L1.48,Class_4,L1,Leaf,48
B5356_Xanthomonas,B5356_Xanthomonas,L1.48,Class_4,L1,Leaf,48
B5386_Burkholderia.Caballeronia.Paraburkholderia,B5386_Burkholderia.Caballeronia.Paraburkholderia,L1.48,Class_4,L1,Leaf,48
B5388_Finegoldia,B5388_Finegoldia,L1.48,Class_4,L1,Leaf,48
B54_uncultured,B54_uncultured,L1.48,Class_1,L1,Leaf,48
B5842_Sphingomonas,B5842_Sphingomonas,L1.48,Class_4,L1,Leaf,48
B5963_Prevotella,B5963_Prevotella,L1.48,Class_4,L1,Leaf,48
B6_Sphingomonas,B6_Sphingomonas,L1.48,Class_4,L1,Leaf,48
B6424_Lactobacillus,B6424_Lactobacillus,L1.48,Class_4,L1,Leaf,48
B679_Georgenia,B679_Georgenia,L1.48,Class_4,L1,Leaf,48
B6920_1174.901.12,B6920_1174.901.12,L1.48,Class_4,L1,Leaf,48
B7024_Staphylococcus,B7024_Staphylococcus,L1.48,Class_4,L1,Leaf,48
B717_Acinetobacter,B717_Acinetobacter,L1.48,Class_4,L1,Leaf,48
B743_Escherichia.Shigella,B743_Escherichia.Shigella,L1.48,Class_4,L1,Leaf,48
B7470_Parvimonas,B7470_Parvimonas,L1.48,Class_4,L1,Leaf,48
B7773_Pseudomonas,B7773_Pseudomonas,L1.48,Class_4,L1,Leaf,48
B7809_Kribbella,B7809_Kribbella,L1.48,Class_4,L1,Leaf,48
B7810_Ezakiella,B7810_Ezakiella,L1.48,Class_4,L1,Leaf,48
B7905_Fusobacterium,B7905_Fusobacterium,L1.48,Class_4,L1,Leaf,48
B814_Sediminibacterium,B814_Sediminibacterium,L1.48,Class_2,L1,Leaf,48
B825_Ellin6067,B825_Ellin6067,L1.48,Class_4,L1,Leaf,48
B8297_Variovorax,B8297_Variovorax,L1.48,Class_4,L1,Leaf,48
B8335_Acinetobacter,B8335_Acinetobacter,L1.48,Class_4,L1,Leaf,48
B838_Pseudomonas,B838_Pseudomonas,L1.48,Class_4,L1,Leaf,48
B8551_f_AKAU3564.sediment.group,B8551_f_AKAU3564.sediment.group,L1.48,Class_4,L1,Leaf,48
B8760_Pseudomonas,B8760_Pseudomonas,L1.48,Class_4,L1,Leaf,48
B8992_uncultured,B8992_uncultured,L1.48,Class_4,L1,Leaf,48
B9_Methylobacterium,B9_Methylobacterium,L1.48,Class_2,L1,Leaf,48
B919_f_Burkholderiaceae,B919_f_Burkholderiaceae,L1.48,Class_4,L1,Leaf,48
B933_Pseudomonas,B933_Pseudomonas,L1.48,Class_4,L1,Leaf,48
B9447_Acidovorax,B9447_Acidovorax,L1.48,Class_4,L1,Leaf,48
B9451_Peptoniphilus,B9451_Peptoniphilus,L1.48,Class_4,L1,Leaf,48
B9896_Porphyromonas,B9896_Porphyromonas,L1.48,Class_4,L1,Leaf,48
F10_Guehomyces,F10_Guehomyces,L1.48,Class_4,L1,Leaf,48
F100_Talaromyces,F100_Talaromyces,L1.48,Class_4,L1,Leaf,48
F1191_Preussia,F1191_Preussia,L1.48,Class_4,L1,Leaf,48
F12_o_Pleosporales,F12_o_Pleosporales,L1.48,Class_2,L1,Leaf,48
F120_Sporobolomyces,F120_Sporobolomyces,L1.48,Class_2,L1,Leaf,48
F1264_unidentified,F1264_unidentified,L1.48,Class_4,L1,Leaf,48
F13_Zopfiella,F13_Zopfiella,L1.48,Class_4,L1,Leaf,48
F131_unidentified,F131_unidentified,L1.48,Class_2,L1,Leaf,48
F133_Cyphellophora,F133_Cyphellophora,L1.48,Class_4,L1,Leaf,48
F1352_Phaeosphaeria,F1352_Phaeosphaeria,L1.48,Class_4,L1,Leaf,48
F137_Malassezia,F137_Malassezia,L1.48,Class_2,L1,Leaf,48
F144_Typhula,F144_Typhula,L1.48,Class_4,L1,Leaf,48
F1482_Hyphoderma,F1482_Hyphoderma,L1.48,Class_4,L1,Leaf,48
F1486_Rosellinia,F1486_Rosellinia,L1.48,Class_4,L1,Leaf,48
F16_Pyricularia,F16_Pyricularia,L1.48,Class_1,L1,Leaf,48
F160_Cladosporium,F160_Cladosporium,L1.48,Class_4,L1,Leaf,48
F166_Aspergillus,F166_Aspergillus,L1.48,Class_3,L1,Leaf,48
F1694_f_Coniochaetaceae,F1694_f_Coniochaetaceae,L1.48,Class_4,L1,Leaf,48
F1707_o_Pleosporales,F1707_o_Pleosporales,L1.48,Class_4,L1,Leaf,48
F178_Schizopora,F178_Schizopora,L1.48,Class_1,L1,Leaf,48
F18_f_Phaeosphaeriaceae,F18_f_Phaeosphaeriaceae,L1.48,Class_2,L1,Leaf,48
F1887_Hyphoderma,F1887_Hyphoderma,L1.48,Class_4,L1,Leaf,48
F190_Irpex,F190_Irpex,L1.48,Class_2,L1,Leaf,48
F1990_Humicola,F1990_Humicola,L1.48,Class_4,L1,Leaf,48
F1998_unidentified,F1998_unidentified,L1.48,Class_4,L1,Leaf,48
F206_unidentified,F206_unidentified,L1.48,Class_4,L1,Leaf,48
F213_Yarrowia,F213_Yarrowia,L1.48,Class_3,L1,Leaf,48
F2141_unidentified,F2141_unidentified,L1.48,Class_4,L1,Leaf,48
F216_unidentified,F216_unidentified,L1.48,Class_4,L1,Leaf,48
F2277_unidentified,F2277_unidentified,L1.48,Class_4,L1,Leaf,48
F23_Solicoccozyma,F23_Solicoccozyma,L1.48,Class_4,L1,Leaf,48
F231_Bullera,F231_Bullera,L1.48,Class_4,L1,Leaf,48
F2532_unidentified,F2532_unidentified,L1.48,Class_4,L1,Leaf,48
F2565_Lophodermium,F2565_Lophodermium,L1.48,Class_4,L1,Leaf,48
F260_Schizopora,F260_Schizopora,L1.48,Class_4,L1,Leaf,48
F2630_Filobasidium,F2630_Filobasidium,L1.48,Class_4,L1,Leaf,48
F2698_unidentified,F2698_unidentified,L1.48,Class_4,L1,Leaf,48
F2700_unidentified,F2700_unidentified,L1.48,Class_4,L1,Leaf,48
F276_Cercospora,F276_Cercospora,L1.48,Class_4,L1,Leaf,48
F277_Peniophora,F277_Peniophora,L1.48,Class_4,L1,Leaf,48
F288_unidentified,F288_unidentified,L1.48,Class_4,L1,Leaf,48
F29_f_Didymellaceae,F29_f_Didymellaceae,L1.48,Class_2,L1,Leaf,48
F290_f_Coniochaetaceae,F290_f_Coniochaetaceae,L1.48,Class_4,L1,Leaf,48
F292_Engyodontium,F292_Engyodontium,L1.48,Class_3,L1,Leaf,48
F300_unidentified,F300_unidentified,L1.48,Class_4,L1,Leaf,48
F3089_Buergenerula,F3089_Buergenerula,L1.48,Class_4,L1,Leaf,48
F316_Dioszegia,F316_Dioszegia,L1.48,Class_4,L1,Leaf,48
F318_Saccharomyces,F318_Saccharomyces,L1.48,Class_4,L1,Leaf,48
F3275_o_NA,F3275_o_NA,L1.48,Class_4,L1,Leaf,48
F328_Phaeosphaeria,F328_Phaeosphaeria,L1.48,Class_4,L1,Leaf,48
F334_Plectosphaerella,F334_Plectosphaerella,L1.48,Class_4,L1,Leaf,48
F3460_Colletotrichum,F3460_Colletotrichum,L1.48,Class_4,L1,Leaf,48
F361_Phaeosphaeria,F361_Phaeosphaeria,L1.48,Class_4,L1,Leaf,48
F3806_o_NA,F3806_o_NA,L1.48,Class_4,L1,Leaf,48
F3857_f_Orbiliaceae,F3857_f_Orbiliaceae,L1.48,Class_4,L1,Leaf,48
F3977_f_Sporormiaceae,F3977_f_Sporormiaceae,L1.48,Class_4,L1,Leaf,48
F4069_unidentified,F4069_unidentified,L1.48,Class_4,L1,Leaf,48
F410_Schizophyllum,F410_Schizophyllum,L1.48,Class_4,L1,Leaf,48
F429_Bjerkandera,F429_Bjerkandera,L1.48,Class_4,L1,Leaf,48
F4363_unidentified,F4363_unidentified,L1.48,Class_4,L1,Leaf,48
F441_o_Hypocreales,F441_o_Hypocreales,L1.48,Class_4,L1,Leaf,48
F448_Perenniporia,F448_Perenniporia,L1.48,Class_4,L1,Leaf,48
F45_f_Didymellaceae,F45_f_Didymellaceae,L1.48,Class_2,L1,Leaf,48
F482_Pichia,F482_Pichia,L1.48,Class_3,L1,Leaf,48
F494_Coprinellus,F494_Coprinellus,L1.48,Class_4,L1,Leaf,48
F5_Alternaria,F5_Alternaria,L1.48,Class_2,L1,Leaf,48
F503_Sordaria,F503_Sordaria,L1.48,Class_4,L1,Leaf,48
F507_Exidia,F507_Exidia,L1.48,Class_4,L1,Leaf,48
F537_Pichia,F537_Pichia,L1.48,Class_4,L1,Leaf,48
F552_unidentified,F552_unidentified,L1.48,Class_4,L1,Leaf,48
F5672_unidentified,F5672_unidentified,L1.48,Class_4,L1,Leaf,48
F57_Trichoderma,F57_Trichoderma,L1.48,Class_4,L1,Leaf,48
F570_Colletotrichum,F570_Colletotrichum,L1.48,Class_4,L1,Leaf,48
F582_Mycoleptodiscus,F582_Mycoleptodiscus,L1.48,Class_4,L1,Leaf,48
F59_Podospora,F59_Podospora,L1.48,Class_4,L1,Leaf,48
F6_Cladosporium,F6_Cladosporium,L1.48,Class_2,L1,Leaf,48
F61_o_Pleosporales,F61_o_Pleosporales,L1.48,Class_2,L1,Leaf,48
F617_Microdochium,F617_Microdochium,L1.48,Class_4,L1,Leaf,48
F62_Mrakia,F62_Mrakia,L1.48,Class_4,L1,Leaf,48
F653_Penicillium,F653_Penicillium,L1.48,Class_4,L1,Leaf,48
F658_Candida,F658_Candida,L1.48,Class_4,L1,Leaf,48
F66_Trichoderma,F66_Trichoderma,L1.48,Class_4,L1,Leaf,48
F673_Erythrobasidium,F673_Erythrobasidium,L1.48,Class_4,L1,Leaf,48
F698_unidentified,F698_unidentified,L1.48,Class_4,L1,Leaf,48
F7_unidentified,F7_unidentified,L1.48,Class_4,L1,Leaf,48
F775_Hyphoderma,F775_Hyphoderma,L1.48,Class_4,L1,Leaf,48
F81_Cladosporium,F81_Cladosporium,L1.48,Class_4,L1,Leaf,48
F818_Phaeosphaeria,F818_Phaeosphaeria,L1.48,Class_4,L1,Leaf,48
F832_f_Stereaceae,F832_f_Stereaceae,L1.48,Class_4,L1,Leaf,48
F888_Phellinus,F888_Phellinus,L1.48,Class_4,L1,Leaf,48
F895_Dipodascus,F895_Dipodascus,L1.48,Class_4,L1,Leaf,48
F90_Pseudogymnoascus,F90_Pseudogymnoascus,L1.48,Class_4,L1,Leaf,48
F915_o_Pleosporales,F915_o_Pleosporales,L1.48,Class_4,L1,Leaf,48
F922_Phlebia,F922_Phlebia,L1.48,Class_4,L1,Leaf,48
F97_o_Sordariales,F97_o_Sordariales,L1.48,Class_4,L1,Leaf,48
B1_Pantoea,B1_Pantoea,L1.62,Class_2,L1,Leaf,62
B1017_Clostridium.sensu.stricto.3,B1017_Clostridium.sensu.stricto.3,L1.62,Class_4,L1,Leaf,62
B1027_Staphylococcus,B1027_Staphylococcus,L1.62,Class_4,L1,Leaf,62
B10331_Thermincola,B10331_Thermincola,L1.62,Class_4,L1,Leaf,62
B10868_Parviterribacter,B10868_Parviterribacter,L1.62,Class_4,L1,Leaf,62
B11742_Turicibacter,B11742_Turicibacter,L1.62,Class_4,L1,Leaf,62
B119_Acidibacter,B119_Acidibacter,L1.62,Class_4,L1,Leaf,62
B12222_Capnocytophaga,B12222_Capnocytophaga,L1.62,Class_4,L1,Leaf,62
B12246_Nocardioides,B12246_Nocardioides,L1.62,Class_4,L1,Leaf,62
B12535_uncultured,B12535_uncultured,L1.62,Class_4,L1,Leaf,62
B12694_Luteimonas,B12694_Luteimonas,L1.62,Class_4,L1,Leaf,62
B12770_f_Veillonellaceae,B12770_f_Veillonellaceae,L1.62,Class_4,L1,Leaf,62
B1313_Escherichia.Shigella,B1313_Escherichia.Shigella,L1.62,Class_4,L1,Leaf,62
B1319_Staphylococcus,B1319_Staphylococcus,L1.62,Class_4,L1,Leaf,62
B13743_f_TRA3.20,B13743_f_TRA3.20,L1.62,Class_4,L1,Leaf,62
B13862_Prevotella.7,B13862_Prevotella.7,L1.62,Class_4,L1,Leaf,62
